,htid,person
42,mdp.39076005019869,"Gilman, Charlotte Perkins 1860-1935 "
43,mdp.49015001291039,"Gilman, Charlotte Perkins 1860-1935 "
44,mdp.39015051318114,"Gilman, Charlotte Perkins 1860-1935 "
45,mdp.49015002524149,"Gilman, Charlotte Perkins 1860-1935 "
46,mdp.39015054429850,"Gilman, Charlotte Perkins 1860-1935 "
47,mdp.49015002524149,"Gilman, Charlotte Perkins 1860-1935 "
48,mdp.39015061181338,"Gilman, Charlotte Perkins 1860-1935 "
49,mdp.49015002694561,"Gilman, Charlotte Perkins 1860-1935 "
50,osu.32435031112584,"Gilman, Charlotte Perkins 1860-1935 "
51,pst.000006960001,"Gilman, Charlotte Perkins 1860-1935 "
52,mdp.39015078803114,"Gilman, Charlotte Perkins 1860-1935 "
53,njp.32101068598661,"Gilman, Charlotte Perkins 1860-1935 "
54,nyp.33433075968754,"Gilman, Charlotte Perkins 1860-1935 "
55,nyp.33433022469724,"Gilman, Charlotte Perkins 1860-1935 "
56,nyp.33433075936108,"Gilman, Charlotte Perkins 1860-1935 "
57,nyp.33433075964175,"Gilman, Charlotte Perkins 1860-1935 "
58,nyp.33433075971832,"Gilman, Charlotte Perkins 1860-1935 "
59,uc1.31158005940811,"Gilman, Charlotte Perkins 1860-1935 "
60,uc1.31175000147259,"Gilman, Charlotte Perkins 1860-1935 "
61,osu.32435054160171,"Gilman, Charlotte Perkins 1860-1935 "
62,uc1.31822011178316,"Gilman, Charlotte Perkins 1860-1935 "
63,nyp.33433082171301,"Gilman, Charlotte Perkins 1860-1935 "
64,osu.32435031112584,"Gilman, Charlotte Perkins 1860-1935 "
65,pst.000001731477,"Gilman, Charlotte Perkins 1860-1935 "
66,uc1.c081891285,"Gilman, Charlotte Perkins 1860-1935 "
67,coo.31924009072624,"Gilman, Charlotte Perkins 1860-1935 "
68,uc1.$b50293,"Gilman, Charlotte Perkins 1860-1935 "
69,uc1.$b266529,"Gilman, Charlotte Perkins 1860-1935 "
70,uc1.31175035230195,"Gilman, Charlotte Perkins 1860-1935 "
71,uc1.32106001056305,"Gilman, Charlotte Perkins 1860-1935 "
72,coo.31924106110665,"Gilman, Charlotte Perkins 1860-1935 "
73,uc2.ark:/13960/t22b8w678,"Gilman, Charlotte Perkins 1860-1935 "
74,uc1.32106011613749,"Gilman, Charlotte Perkins 1860-1935 "
75,uc1.32106016291491,"Gilman, Charlotte Perkins 1860-1935 "
76,umn.319510019997249,"Gilman, Charlotte Perkins 1860-1935 "
77,uva.x000238119,"Gilman, Charlotte Perkins 1860-1935 "
78,uc1.b3943635,"Gilman, Charlotte Perkins 1860-1935 "
79,wu.89001237981,"Gilman, Charlotte Perkins 1860-1935 "
80,uc1.c035638009,"Gilman, Charlotte Perkins 1860-1935 "
81,coo1.ark:/13960/t3805nt6h,"Gilman, Charlotte Perkins 1860-1935 "
82,coo1.ark:/13960/t5j96qr1j,"Gilman, Charlotte Perkins 1860-1935 "
83,dul1.ark:/13960/t25b0sd07,"Gilman, Charlotte Perkins 1860-1935 "
84,uiug.30112003646616,"Gilman, Charlotte Perkins 1860-1935 "
85,hvd.32044028802270,"Gilman, Charlotte Perkins 1860-1935 "
86,hvd.rsmcxs,"Gilman, Charlotte Perkins 1860-1935 "
87,loc.ark:/13960/t42r4c05k,"Gilman, Charlotte Perkins 1860-1935 "
88,loc.ark:/13960/t8df76m69,"Gilman, Charlotte Perkins 1860-1935 "
89,mdp.39015004001825,"Gilman, Charlotte Perkins 1860-1935 "
90,mdp.39015034389125,"Gilman, Charlotte Perkins 1860-1935 "
91,mdp.39015055119179,"Gilman, Charlotte Perkins 1860-1935 "
92,mdp.39015056214888,"Gilman, Charlotte Perkins 1860-1935 "
93,mdp.39015064710620,"Gilman, Charlotte Perkins 1860-1935 "
94,mdp.39015078803114,"Gilman, Charlotte Perkins 1860-1935 "
95,pst.000001731477,"Gilman, Charlotte Perkins 1860-1935 "
96,uc1.31158005940829,"Gilman, Charlotte Perkins 1860-1935 "
97,uc1.32106013795361,"Gilman, Charlotte Perkins 1860-1935 "
98,uc1.32106018914231,"Gilman, Charlotte Perkins 1860-1935 "
99,uc2.ark:/13960/t6sx65g2g,"Gilman, Charlotte Perkins 1860-1935 "
0,mdp.39015002368200,"Crothers, Diane. "
0,mdp.39015029458653,"Potter, Grace Elizabeth. "
0,uc1.32106019260022,"Brownmiller, Susan "
0,uc1.$b307385,"Stokes, Rose Pastor 1879-1933 "
1,uc2.ark:/13960/t7cr5sd0h,"Stokes, Rose Pastor 1879-1933 "
2,hvd.hxdi82,"Stokes, Rose Pastor 1879-1933 "
0,uiug.30112119393970,"Stevens, Doris. "
0,coo1.ark:/13960/t3ws9771j,"Hollingworth, Leta Stetter 1886-1939 "
1,hvd.32044029534682,"Hollingworth, Leta Stetter 1886-1939 "
2,hvd.32044031677628,"Hollingworth, Leta Stetter 1886-1939 "
3,mdp.39015002216631,"Hollingworth, Leta Stetter 1886-1939 "
4,mdp.39015008033394,"Hollingworth, Leta Stetter 1886-1939 "
5,loc.ark:/13960/t1qf9j95j,"Hollingworth, Leta Stetter 1886-1939 "
6,mdp.39015031477915,"Hollingworth, Leta Stetter 1886-1939 "
7,mdp.39015008033394,"Hollingworth, Leta Stetter 1886-1939 "
8,mdp.39015008717566,"Hollingworth, Leta Stetter 1886-1939 "
9,mdp.39015062738730,"Hollingworth, Leta Stetter 1886-1939 "
10,miun.age2118.0001.001,"Hollingworth, Leta Stetter 1886-1939 "
11,mdp.39015026430879,"Hollingworth, Leta Stetter 1886-1939 "
12,nnc2.ark:/13960/t2697td5p,"Hollingworth, Leta Stetter 1886-1939 "
13,mdp.39015063632155,"Hollingworth, Leta Stetter 1886-1939 "
14,mdp.39015063966132,"Hollingworth, Leta Stetter 1886-1939 "
15,mdp.39015074131627,"Hollingworth, Leta Stetter 1886-1939 "
16,uc1.$b266351,"Hollingworth, Leta Stetter 1886-1939 "
17,uc1.$b308877,"Hollingworth, Leta Stetter 1886-1939 "
18,uc1.$b98315,"Hollingworth, Leta Stetter 1886-1939 "
19,umn.31951000953400p,"Hollingworth, Leta Stetter 1886-1939 "
20,uc1.b3369102,"Hollingworth, Leta Stetter 1886-1939 "
21,uc2.ark:/13960/t6639th2c,"Hollingworth, Leta Stetter 1886-1939 "
22,ucw.ark:/13960/t06w9q37f,"Hollingworth, Leta Stetter 1886-1939 "
23,hvd.32044028637049,"Hollingworth, Leta Stetter 1886-1939 "
24,hvd.32044028830826,"Hollingworth, Leta Stetter 1886-1939 "
25,wu.89018093237,"Hollingworth, Leta Stetter 1886-1939 "
26,hvd.hc4xwx,"Hollingworth, Leta Stetter 1886-1939 "
27,mdp.39015063631991,"Hollingworth, Leta Stetter 1886-1939 "
28,osu.32435016523912,"Hollingworth, Leta Stetter 1886-1939 "
29,uc1.$b264605,"Hollingworth, Leta Stetter 1886-1939 "
30,uc1.$b92985,"Hollingworth, Leta Stetter 1886-1939 "
31,uc1.b3593832,"Hollingworth, Leta Stetter 1886-1939 "
32,uc2.ark:/13960/t5z60fr05,"Hollingworth, Leta Stetter 1886-1939 "
0,aeu.ark:/13960/t5x64s13j,"Miller, Alice Duer 1874-1942 "
1,coo1.ark:/13960/t7kp8kn3x,"Miller, Alice Duer 1874-1942 "
2,coo1.ark:/13960/t1sf3bh15,"Miller, Alice Duer 1874-1942 "
3,coo1.ark:/13960/t1vd7d35b,"Miller, Alice Duer 1874-1942 "
4,hvd.32044021137013,"Miller, Alice Duer 1874-1942 "
5,hvd.hn5p9e,"Miller, Alice Duer 1874-1942 "
6,hvd.32044080918766,"Miller, Alice Duer 1874-1942 "
7,hvd.32044080918774,"Miller, Alice Duer 1874-1942 "
8,hvd.32044080918774,"Miller, Alice Duer 1874-1942 "
9,hvd.hn1nx5,"Miller, Alice Duer 1874-1942 "
10,hvd.hn23k8,"Miller, Alice Duer 1874-1942 "
11,hvd.hn5p9g,"Miller, Alice Duer 1874-1942 "
12,hvd.hxdiyd,"Miller, Alice Duer 1874-1942 "
13,hvd.hxdmus,"Miller, Alice Duer 1874-1942 "
14,loc.ark:/13960/t9f485n47,"Miller, Alice Duer 1874-1942 "
15,loc.ark:/13960/t7hq4dj3q,"Miller, Alice Duer 1874-1942 "
16,mdp.39015050607897,"Miller, Alice Duer 1874-1942 "
17,mdp.39015059415383,"Miller, Alice Duer 1874-1942 "
18,nyp.33433075794671,"Miller, Alice Duer 1874-1942 "
19,nyp.33433075968929,"Miller, Alice Duer 1874-1942 "
20,nyp.33433076045941,"Miller, Alice Duer 1874-1942 "
21,mdp.39015059415391,"Miller, Alice Duer 1874-1942 "
22,uc1.$b106272,"Miller, Alice Duer 1874-1942 "
23,nyp.33433074901863,"Miller, Alice Duer 1874-1942 "
24,uc1.$b274892,"Miller, Alice Duer 1874-1942 "
25,nyp.33433076045933,"Miller, Alice Duer 1874-1942 "
26,nyp.33433076045974,"Miller, Alice Duer 1874-1942 "
27,uc1.$b301867,"Miller, Alice Duer 1874-1942 "
28,nyp.33433076045925,"Miller, Alice Duer 1874-1942 "
29,nyp.33433076045958,"Miller, Alice Duer 1874-1942 "
30,nyp.33433076045966,"Miller, Alice Duer 1874-1942 "
31,nyp.33433112009067,"Miller, Alice Duer 1874-1942 "
32,uc1.c045724666,"Miller, Alice Duer 1874-1942 "
33,pst.000006153243,"Miller, Alice Duer 1874-1942 "
34,uc2.ark:/13960/t80k27v54,"Miller, Alice Duer 1874-1942 "
35,uc1.$b243505,"Miller, Alice Duer 1874-1942 "
36,uc1.$b269493,"Miller, Alice Duer 1874-1942 "
37,uc1.$b803090,"Miller, Alice Duer 1874-1942 "
38,uc1.b4594050,"Miller, Alice Duer 1874-1942 "
39,uc1.c045724666,"Miller, Alice Duer 1874-1942 "
40,uc2.ark:/13960/t0bv7b066,"Miller, Alice Duer 1874-1942 "
41,uc2.ark:/13960/t1td9wt9x,"Miller, Alice Duer 1874-1942 "
42,uc2.ark:/13960/t3610wx53,"Miller, Alice Duer 1874-1942 "
43,uc2.ark:/13960/t7kp7vc0t,"Miller, Alice Duer 1874-1942 "
44,wu.89098882954,"Miller, Alice Duer 1874-1942 "
45,hvd.hn1iw9,"Miller, Alice Duer 1874-1942 "
46,hvd.hwqtxr,"Miller, Alice Duer 1874-1942 "
47,hvd.rsl1ps,"Miller, Alice Duer 1874-1942 "
48,mdp.39015043774739,"Miller, Alice Duer 1874-1942 "
49,nyp.33433075968945,"Miller, Alice Duer 1874-1942 "
50,pst.000006153243,"Miller, Alice Duer 1874-1942 "
51,uc1.$b106300,"Miller, Alice Duer 1874-1942 "
52,uc1.$b301866,"Miller, Alice Duer 1874-1942 "
53,uc1.b3342114,"Miller, Alice Duer 1874-1942 "
54,uc2.ark:/13960/t5x63dt3x,"Miller, Alice Duer 1874-1942 "
55,uc2.ark:/13960/t9j38n170,"Miller, Alice Duer 1874-1942 "
56,umn.31951002119251e,"Miller, Alice Duer 1874-1942 "
0,mdp.39015048921301,"Firestone, Shulamith. "
1,uc1.32106014734070,"Firestone, Shulamith. "
2,uc1.32106010272489,"Firestone, Shulamith. "
