vol_id,page_seq,entity,type
uc1.31210013615552,00000002,University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library an · University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library Gia Library The University Library Monivesse,ORGANIZATION
uc1.31210013615552,00000002,University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library,ORGANIZATION
uc1.31210013615552,00000002,University Library Lamam,ORGANIZATION
uc1.31210013615552,00000002,University Library y Library Post,ORGANIZATION
uc1.31210013615552,00000003,University Library,ORGANIZATION
uc1.31210013615552,00000003,University Library CAGARANad Library,ORGANIZATION
uc1.31210013615552,00000003,Uni RSITY OF CALIFORNIA/RIVERSIDE,MISC
uc1.31210013615552,00000003,CALIFORNIA,LOCATION
uc1.31210013615552,00000003,University Library,ORGANIZATION
uc1.31210013615552,00000003,Obrery A,MISC
uc1.31210013615552,00000003,University Library MBANERSITY,ORGANIZATION
uc1.31210013615552,00000003,1958,DATE
uc1.31210013615552,00000003,GRIVERSITY OF CALAFORMIA/umans,MISC
uc1.31210013615552,00000007,HARRY POTTER,PERSON
uc1.31210013615552,00000008,J. K. ROWLING Harry Potter,PERSON
uc1.31210013615552,00000009,MARY GRANDPRÉ ARTHUR A. LEVINE,PERSON
uc1.31210013615552,00000009,J.K. ROWLING,PERSON
uc1.31210013615552,00000009,HARRY POTTER,PERSON
uc1.31210013615552,00000010,NY,LOCATION
uc1.31210013615552,00000010,Permissions Department,ORGANIZATION
uc1.31210013615552,00000010,ARTHUR A. LEVINE,PERSON
uc1.31210013615552,00000010,J.K. Rowling,PERSON
uc1.31210013615552,00000010,20 19 18 17 16 15 14 13 12 11 Fiction,DATE
uc1.31210013615552,00000010,J. K. Rowling,PERSON
uc1.31210013615552,00000010,England,LOCATION
uc1.31210013615552,00000010,New York,LOCATION
uc1.31210013615552,00000010,Scholastic Inc.,ORGANIZATION
uc1.31210013615552,00000010,Broadway,LOCATION
uc1.31210013615552,00000010,Scholastic Inc.,ORGANIZATION
uc1.31210013615552,00000010,J. K. Harry Potter,PERSON
uc1.31210013615552,00000010,1999,DATE
uc1.31210013615552,00000010,U.S.A.,ORGANIZATION
uc1.31210013615552,00000010,Hogwarts School for Witchcraft,ORGANIZATION
uc1.31210013615552,00000010,1998,DATE
uc1.31210013615552,00000010,Mary GrandPré,PERSON
uc1.31210013615552,00000010,1920,DATE
uc1.31210013615552,00000010,1999,DATE
uc1.31210013615552,00000010,Fic,MISC
uc1.31210013615552,00000010,Harry Potter,PERSON
uc1.31210013615552,00000010,SCHOLASTIC,ORGANIZATION
uc1.31210013615552,00000010,SCHOLASTIC,LOCATION
uc1.31210013615552,00000010,Scholastic Inc.,ORGANIZATION
uc1.31210013615552,00000010,Congress Cataloging-in-Publication Data Rowling,ORGANIZATION
uc1.31210013615552,00000010,Scholastic Press,ORGANIZATION
uc1.31210013615552,00000011,P. F. HARRIS,PERSON
uc1.31210013615552,00000013,Blotts,ORGANIZATION
uc1.31210013615552,00000013,Gilderoy Lockhart,PERSON
uc1.31210013615552,00000013,Dobby,PERSON
uc1.31210013615552,00000014,Dobby,PERSON
uc1.31210013615552,00000015,HARRY POTTER,PERSON
uc1.31210013615552,00000017,his,PERSON
uc1.31210013615552,00000017,his,PERSON
uc1.31210013615552,00000017,Vernon Dursley,PERSON
uc1.31210013615552,00000017,Dursleys,ORGANIZATION
uc1.31210013615552,00000017,Harry,PERSON
uc1.31210013615552,00000017,Privet Drive,LOCATION
uc1.31210013615552,00000017,He,PERSON
uc1.31210013615552,00000017,his,PERSON
uc1.31210013615552,00000017,Dudley,PERSON
uc1.31210013615552,00000017,he,PERSON
uc1.31210013615552,00000017,he,PERSON
uc1.31210013615552,00000017,She,PERSON
uc1.31210013615552,00000017,her,PERSON
uc1.31210013615552,00000017,his,PERSON
uc1.31210013615552,00000017,Harry,PERSON
uc1.31210013615552,00000017,Uncle Vernon,PERSON
uc1.31210013615552,00000017,She,PERSON
uc1.31210013615552,00000017,Petunia,PERSON
uc1.31210013615552,00000017,Harry,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,Harry,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,her,PERSON
uc1.31210013615552,00000018,Harry,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,Dudley,PERSON
uc1.31210013615552,00000018,Dudley,PERSON
uc1.31210013615552,00000018,Dursley,PERSON
uc1.31210013615552,00000018,Harry,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,her,PERSON
uc1.31210013615552,00000018,Dudley,PERSON
uc1.31210013615552,00000018,Harry,PERSON
uc1.31210013615552,00000018,Uncle Vernon,PERSON
uc1.31210013615552,00000018,Dudley,PERSON
uc1.31210013615552,00000018,Dursley,PERSON
uc1.31210013615552,00000018,Uncle Vernon,PERSON
uc1.31210013615552,00000018,her,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000018,his,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,Hogwarts School of Witchcraft,ORGANIZATION
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,Dursleys,PERSON
uc1.31210013615552,00000019,Potions,MISC
uc1.31210013615552,00000019,Hagrid,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,Harry Potter,PERSON
uc1.31210013615552,00000019,summer,DATE
uc1.31210013615552,00000019,he,PERSON
uc1.31210013615552,00000019,Hogwarts,ORGANIZATION
uc1.31210013615552,00000019,he,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,Great Hall,LOCATION
uc1.31210013615552,00000019,Nimbus Two,MISC
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,Uncle Vernon,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,summer,DATE
uc1.31210013615552,00000019,Dursleys,LOCATION
uc1.31210013615552,00000019,Uncle Vernon,PERSON
uc1.31210013615552,00000019,He,PERSON
uc1.31210013615552,00000019,Harry Potter,PERSON
uc1.31210013615552,00000019,Snape,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,him,PERSON
uc1.31210013615552,00000019,Dursleys,PERSON
uc1.31210013615552,00000019,He,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000019,him,PERSON
uc1.31210013615552,00000019,Harry,PERSON
uc1.31210013615552,00000019,his,PERSON
uc1.31210013615552,00000020,he,PERSON
uc1.31210013615552,00000020,his,PERSON
uc1.31210013615552,00000020,her,PERSON
uc1.31210013615552,00000020,his,PERSON
uc1.31210013615552,00000020,He,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Hogwarts,ORGANIZATION
uc1.31210013615552,00000020,Dudley,PERSON
uc1.31210013615552,00000020,his,PERSON
uc1.31210013615552,00000020,Vernon,PERSON
uc1.31210013615552,00000020,he,PERSON
uc1.31210013615552,00000020,he,PERSON
uc1.31210013615552,00000020,Vernon,PERSON
uc1.31210013615552,00000020,He,PERSON
uc1.31210013615552,00000020,his,PERSON
uc1.31210013615552,00000020,his,PERSON
uc1.31210013615552,00000020,her,PERSON
uc1.31210013615552,00000020,Dursleys,ORGANIZATION
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Dursleys,ORGANIZATION
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Voldemort,PERSON
uc1.31210013615552,00000020,Dursleys,ORGANIZATION
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,Voldemort,PERSON
uc1.31210013615552,00000020,Harry,PERSON
uc1.31210013615552,00000020,her,PERSON
uc1.31210013615552,00000020,Voldemort,PERSON
uc1.31210013615552,00000020,he,PERSON
uc1.31210013615552,00000021,Harry,PERSON
uc1.31210013615552,00000021,Uncle Vernon,PERSON
uc1.31210013615552,00000021,Mason,PERSON
uc1.31210013615552,00000021,summer,DATE
uc1.31210013615552,00000021,Vernon,PERSON
uc1.31210013615552,00000021,Dudley,PERSON
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,him,PERSON
uc1.31210013615552,00000021,him,PERSON
uc1.31210013615552,00000021,Uncle Vernon,PERSON
uc1.31210013615552,00000021,Dursleys,ORGANIZATION
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,him,PERSON
uc1.31210013615552,00000021,Uncle Vernon,PERSON
uc1.31210013615552,00000021,he,PERSON
uc1.31210013615552,00000021,He,PERSON
uc1.31210013615552,00000021,Uncle Vernon,PERSON
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,he,PERSON
uc1.31210013615552,00000021,Harry,PERSON
uc1.31210013615552,00000021,Dursleys,ORGANIZATION
uc1.31210013615552,00000021,Dudley,PERSON
uc1.31210013615552,00000021,Vernon,PERSON
uc1.31210013615552,00000021,he,PERSON
uc1.31210013615552,00000021,Harry,PERSON
uc1.31210013615552,00000021,his,PERSON
uc1.31210013615552,00000021,Harry,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,Dudley,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,Vernon,PERSON
uc1.31210013615552,00000022,Dudley,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,Mason,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,Mason,PERSON
uc1.31210013615552,00000022,Dudley,PERSON
uc1.31210013615552,00000022,Uncle Vernon,PERSON
uc1.31210013615552,00000022,he,PERSON
uc1.31210013615552,00000022,Mason,PERSON
uc1.31210013615552,00000022,his,PERSON
uc1.31210013615552,00000022,his,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,he,PERSON
uc1.31210013615552,00000022,he,PERSON
uc1.31210013615552,00000022,Dudley,PERSON
uc1.31210013615552,00000022,Uncle Vernon,PERSON
uc1.31210013615552,00000022,Mason,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,her,PERSON
uc1.31210013615552,00000022,Harry,PERSON
uc1.31210013615552,00000022,Vernon,PERSON
uc1.31210013615552,00000022,him,PERSON
uc1.31210013615552,00000023,Hermione Granger,PERSON
uc1.31210013615552,00000023,him,PERSON
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,he,PERSON
uc1.31210013615552,00000023,Mason,PERSON
uc1.31210013615552,00000023,Hogwarts,ORGANIZATION
uc1.31210013615552,00000023,him,PERSON
uc1.31210013615552,00000023,her,PERSON
uc1.31210013615552,00000023,He,PERSON
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,she,PERSON
uc1.31210013615552,00000023,He,PERSON
uc1.31210013615552,00000023,Hermione,PERSON
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,Privet Drive,LOCATION
uc1.31210013615552,00000023,his,PERSON
uc1.31210013615552,00000023,Uncle Vernon,PERSON
uc1.31210013615552,00000023,he,PERSON
uc1.31210013615552,00000023,Ron,PERSON
uc1.31210013615552,00000023,his,PERSON
uc1.31210013615552,00000023,summer,DATE
uc1.31210013615552,00000023,Majorca,LOCATION
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,Dursleys,ORGANIZATION
uc1.31210013615552,00000023,Ron Weasley,PERSON
uc1.31210013615552,00000023,Majorca,LOCATION
uc1.31210013615552,00000023,Harry,PERSON
uc1.31210013615552,00000023,Ron,PERSON
uc1.31210013615552,00000023,he,PERSON
uc1.31210013615552,00000023,he,PERSON
uc1.31210013615552,00000023,Dudley,PERSON
uc1.31210013615552,00000023,Masons,MISC
uc1.31210013615552,00000023,him,PERSON
uc1.31210013615552,00000023,He,PERSON
uc1.31210013615552,00000023,He,PERSON
uc1.31210013615552,00000024,Dudley,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,Ron,PERSON
uc1.31210013615552,00000024,Hermione,PERSON
uc1.31210013615552,00000024,Draco Malfoy,PERSON
uc1.31210013615552,00000024,- Harry,PERSON
uc1.31210013615552,00000024,He,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,night,TIME
uc1.31210013615552,00000024,he,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,Hermione,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,Voldemort,PERSON
uc1.31210013615552,00000024,Voldemort,PERSON
uc1.31210013615552,00000024,he,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,he,PERSON
uc1.31210013615552,00000024,him,PERSON
uc1.31210013615552,00000024,him,PERSON
uc1.31210013615552,00000024,Ron,PERSON
uc1.31210013615552,00000024,Voldemort,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,Dudley,PERSON
uc1.31210013615552,00000024,He,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,Harry,PERSON
uc1.31210013615552,00000024,Hogwarts,LOCATION
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,Hogwarts,ORGANIZATION
uc1.31210013615552,00000024,his,PERSON
uc1.31210013615552,00000024,he,PERSON
uc1.31210013615552,00000024,Dudley,PERSON
uc1.31210013615552,00000024,him,PERSON
uc1.31210013615552,00000024,Voldemort,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,He,PERSON
uc1.31210013615552,00000025,he,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,he,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,him,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,Harry,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,his,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,Dad,PERSON
uc1.31210013615552,00000025,he,PERSON
uc1.31210013615552,00000025,Dudley,PERSON
uc1.31210013615552,00000025,he,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,evening,TIME
uc1.31210013615552,00000026,she,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,Harry,PERSON
uc1.31210013615552,00000026,She,PERSON
uc1.31210013615552,00000026,Harry,PERSON
uc1.31210013615552,00000026,Dudley,PERSON
uc1.31210013615552,00000026,she,PERSON
uc1.31210013615552,00000026,Masons,MISC
uc1.31210013615552,00000026,Harry,PERSON
uc1.31210013615552,00000026,him,PERSON
uc1.31210013615552,00000026,Dudley,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,Dudley,PERSON
uc1.31210013615552,00000026,Hogwarts,ORGANIZATION
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,Harry,PERSON
uc1.31210013615552,00000026,Harry,PERSON
uc1.31210013615552,00000026,Harry Potter,PERSON
uc1.31210013615552,00000026,him,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,he,PERSON
uc1.31210013615552,00000026,his,PERSON
uc1.31210013615552,00000026,supper,DATE
uc1.31210013615552,00000027,Uncle Vernon,PERSON
uc1.31210013615552,00000027,his,PERSON
uc1.31210013615552,00000027,Dudley,PERSON
uc1.31210013615552,00000027,Harry,PERSON
uc1.31210013615552,00000027,he,PERSON
uc1.31210013615552,00000027,his,PERSON
uc1.31210013615552,00000027,Vernon,PERSON
uc1.31210013615552,00000027,He,PERSON
uc1.31210013615552,00000027,Harry,PERSON
uc1.31210013615552,00000028,Harry,PERSON
uc1.31210013615552,00000028,Harry,PERSON
uc1.31210013615552,00000028,Dudley,PERSON
uc1.31210013615552,00000028,Harry,PERSON
uc1.31210013615552,00000028,Mason,PERSON
uc1.31210013615552,00000028,Harry,PERSON
uc1.31210013615552,00000028,Harry,PERSON
uc1.31210013615552,00000028,Er-hello,MISC
uc1.31210013615552,00000028,Harry Potter,PERSON
uc1.31210013615552,00000028,him,PERSON
uc1.31210013615552,00000028,Dobby,PERSON
uc1.31210013615552,00000029,her,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,his,PERSON
uc1.31210013615552,00000029,his,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,He,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,his,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,he,PERSON
uc1.31210013615552,00000029,Harry,PERSON
uc1.31210013615552,00000029,his,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000029,Dobby,PERSON
uc1.31210013615552,00000030,Harry,PERSON
uc1.31210013615552,00000030,his,PERSON
uc1.31210013615552,00000030,he,PERSON
uc1.31210013615552,00000030,his,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,his,PERSON
uc1.31210013615552,00000030,Harry,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,his,PERSON
uc1.31210013615552,00000030,her,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,he,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Harry,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,him,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,her,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Harry,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000030,Dobby,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,He,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,Harry Potter,PERSON
uc1.31210013615552,00000031,Ron,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000031,Voldemort,PERSON
uc1.31210013615552,00000031,Dursleys,ORGANIZATION
uc1.31210013615552,00000031,Harry Potter,PERSON
uc1.31210013615552,00000031,Harry Potter,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,Harry Potter,PERSON
uc1.31210013615552,00000031,Dursleys,ORGANIZATION
uc1.31210013615552,00000031,Hermione,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,Hogwarts,ORGANIZATION
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,DOBBY,PERSON
uc1.31210013615552,00000031,Hermione,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,Ron,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,Dobby,PERSON
uc1.31210013615552,00000031,she,PERSON
uc1.31210013615552,00000031,his,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000031,Harry Potter,PERSON
uc1.31210013615552,00000031,Harry,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000031,he,PERSON
uc1.31210013615552,00000032,he,PERSON
uc1.31210013615552,00000032,He,PERSON
uc1.31210013615552,00000032,he,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,his,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,Dobby,PERSON
uc1.31210013615552,00000032,Dobby,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,He,PERSON
uc1.31210013615552,00000032,Hogwarts,ORGANIZATION
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,he,PERSON
uc1.31210013615552,00000032,his,PERSON
uc1.31210013615552,00000032,his,PERSON
uc1.31210013615552,00000032,He,PERSON
uc1.31210013615552,00000032,he,PERSON
uc1.31210013615552,00000032,him,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,him,PERSON
uc1.31210013615552,00000032,Dobby,PERSON
uc1.31210013615552,00000032,Harry Potter,PERSON
uc1.31210013615552,00000032,Hogwarts,ORGANIZATION
uc1.31210013615552,00000032,Hogwarts School of Witchcraft,ORGANIZATION
uc1.31210013615552,00000032,Harry,PERSON
uc1.31210013615552,00000032,Harry,PERSON
uc1.31210013615552,00000032,Harry,PERSON
uc1.31210013615552,00000032,Dobby,PERSON
uc1.31210013615552,00000032,him,PERSON
uc1.31210013615552,00000032,Dobby,PERSON
uc1.31210013615552,00000032,his,PERSON
uc1.31210013615552,00000032,Harry,PERSON
uc1.31210013615552,00000032,September,DATE
uc1.31210013615552,00000032,Hogwarts,ORGANIZATION
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Hogwarts,ORGANIZATION
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,Dumbledore,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,he,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,he,PERSON
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,Dumbledore,PERSON
uc1.31210013615552,00000033,his,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Albus Dumbledore,PERSON
uc1.31210013615552,00000033,he,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Dumbledore,PERSON
uc1.31210013615552,00000033,Hogwarts,ORGANIZATION
uc1.31210013615552,00000033,He,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Harry,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Dudley,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,Dumbledore,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000033,him,PERSON
uc1.31210013615552,00000033,Dobby,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,his,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
uc1.31210013615552,00000034,He,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,Hagrid,PERSON
uc1.31210013615552,00000034,his,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,him,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
uc1.31210013615552,00000034,Japanese,MISC
uc1.31210013615552,00000034,he,PERSON
uc1.31210013615552,00000034,he,PERSON
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,Ron,PERSON
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,his,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
uc1.31210013615552,00000034,Harry let Dobby,PERSON
uc1.31210013615552,00000034,he,PERSON
uc1.31210013615552,00000034,He,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
uc1.31210013615552,00000034,he,PERSON
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,his,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,Hermione,PERSON
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,Hogwarts,ORGANIZATION
uc1.31210013615552,00000034,Harry,PERSON
uc1.31210013615552,00000034,Dobby,PERSON
uc1.31210013615552,00000034,Uncle Vernon,PERSON
uc1.31210013615552,00000034,Harry Potter,PERSON
